datetime,Latitude,Longitude,NO2,Temperature,Humidity,Wind_Speed,Pressure
2023-09-30,23.8103,90.4125,42.477094153838806,26.4284692675111,80.29957194377258,13.096462269073376,1013.5518000376554
2023-10-31,23.810299999999998,90.4125,42.21759659290837,23.45528254991636,65.16261179478974,13.19009503396966,1012.9622528472017
2023-11-30,23.8103,90.4125,42.126889686110495,21.162293165407494,64.80628545234144,13.082823527725312,1012.5965728488743
2023-12-31,23.810299999999998,90.4125,42.30068998318525,20.05854181829578,65.05626227556448,13.018858427074866,1012.9726576843627
2024-01-31,23.810299999999998,90.4125,42.94959853744626,20.67535251535946,65.52447918215414,13.370573592398255,1013.2269821049048
2024-02-29,23.810300000000005,90.4125,42.83884567005309,22.768672306363225,64.8309199802536,12.82212541869591,1013.0069381287421
2024-03-31,23.810299999999998,90.4125,42.52003085600725,25.631444478028993,65.1621343764113,12.986619198989176,1013.0524967566294
2024-04-30,23.8103,90.4125,43.10272995875541,28.72050128301128,64.77227816844311,13.13459890516756,1012.7440356752796
2024-05-31,23.810299999999998,90.4125,43.0802939270694,30.901801243565846,65.05039739898565,12.78319874222136,1012.507761067125
2024-06-30,23.8103,90.4125,43.429217382246705,31.90353314846926,80.10083779185764,12.941316964665791,1012.832070377113
2024-07-31,23.810299999999998,90.4125,43.1217049261918,31.260336526730118,80.20438483992895,13.062851004228477,1013.1140444876893
2024-08-31,23.810299999999998,90.4125,43.26918532416663,29.183058391177347,79.78352463905483,12.968227007346565,1012.9037334329013
2024-09-30,23.8103,90.4125,42.76788650928398,26.255421949757327,80.0371715957596,12.510893845223162,1012.6289962253074
2024-10-31,23.810299999999998,90.4125,42.85182993788837,23.336388864265412,64.87019578515405,13.044401540685469,1013.2683361675241
2024-11-30,23.8103,90.4125,42.9186082077311,21.21413543236472,64.70019906028375,12.975206112844466,1012.9806978241406
2024-12-31,23.810299999999998,90.4125,43.56337089045325,20.100615016420335,64.77898091560114,13.366073275305704,1013.1204770317693
